alamat,BAE,industri,sub_industri,email,fax,kegiatan_usaha_utama,kode_emiten,nama_emiten,NPWP,papan_pencatatan,sektor,sub_sektor,tanggal_pencatatan,telepon,website;;;;;;
"Jl Pulo Ayang Raya Blok OR No. 1
Kawasan Industri Pulogadung
Jakarta,PT. Raya Saham Registra,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Investor@astra-agro.co.id,""461-6655, 461-6677, 461-6688"",Agriculture Plantation,AALI,Astra Agro Lestari Tbk,01.334.427.0-054.000,Utama,Barang Konsumen Primer,Makanan & Minuman,1997-12-09T00:00:00,461-65-55,http://www.astra-agro.co.id";;;;;;
Sahid Sudirman Centre Lt. 10, Jl. Jend. Sudirman No. 86, Jakarta 10220,PT. Adimitra Jasa Korpora,Media,Penerbitan,corsec@mahakax.com,(021) 573 9210,Media dan Percetakan,ABBA,Mahaka Media Tbk,01.609.052.4-054.000,Pengembangan,Barang Konsumen Non-Primer,Media & Hiburan,2002-04-03T00:00:00,(021) 573 9203,www.mahakamedia.com;;;;;;
Plaza Asia Lt. 27 Jl. Jend. Sudirman Kav. 59 Jakarta Selatan ,PT. Raya Saham Registra,Asuransi,Asuransi Umum,contactus@abda.co.id,5140 1698 ,Asuransi Kerugian ,ABDA,Asuransi Bina Dana Arta Tbk,01.362.014.1-054.000 ,Pengembangan,Keuangan,Asuransi,1989-07-06T00:00:00,5140 1688,www.abda.co.id;;;;;;
Gedung TMT 1 Lantai 18 Jl. Cilandak KKO No. 1 Jakarta 12560,PT. Datindo Entrycom,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,corporate.secretary@abm-investama.co.id,021-29976768,berupa jasa penyewaan namun tidak terbatas pada alat - alat berat untuk keperluan eksplorasi dan eksploitasi dan dewatering di industri pertambangan ,ABMM,ABM Investama Tbk,02.504.191.4-054.000,Utama,Perindustrian,Perusahaan Holding Multi Sektor,2011-12-06T00:00:00,021-29976767,www.abm-investama.com;;;;;;
"Gedung Kawan Lama Lantai 5. Jl. Puri Kencana No. 1, Kembangan Selatan, Kembangan, Jakarta Barat 11610,PT. EDI Indonesia,Ritel Khusus,Ritel Barang Rumah Tangga,	toto@acehardware.co.id,	021 - 5824022,Perdagangan,ACES,Ace Hardware Indonesia Tbk,	01.721.123.6-054.000,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,2007-11-06T00:00:00,	021 - 5822222,www.acehardware.co.id";;;;;;
ACSET Building, Jalan Majapahit No.26, Kelurahan Petojo Selatan, Kecamatan Gambir, Jakarta 10160,PT. Sinartama Gunita,Konstruksi Bangunan,Konstruksi Bangunan,corporate.secretary@acset.co,(021) 3441413,Jasa Konstruksi untuk bangunan komersial dan infrastruktur,ACST,PT Acset Indonusa Tbk.,01.709.626.4-054.000,Utama,Infrastruktur,Konstruksi Bangunan,2013-06-24T00:00:00,(021) 3511961,www.acset.co;;;;;;
"ITS Tower Lantai 3 - Niffaro Park
Jalan Raya Pasar Minggu No.18
Jakarta 12510, Indonesia,PT. Datindo Entrycom,Pariwisata & Rekreasi,""Hotel, Resor & Kapal Pesiar"",corsec@mabaindonesia.com,+62 21 2279 0881,Berusaha dalam bidang Pembangunan dan Akomodasi,MABA,PT Marga Abhinaya Abadi Tbk,31.167.194.5-013.000,PENGEMBANGAN,Barang Konsumen Non-Primer,Jasa Konsumen,2017-06-22T00:00:00,+62 21 2279 0880,www.mabaindonesia.com";;;;;;
"Menara Salemba lantai 10 Jl. Salemba Raya No. 5 Paseban Senen Jakarta 10440,PT BSR Indonesia,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,investor@mag-plantations.co.id,021-7251488,""Pengembangan dan Pengoperasian Perkebunan Kelapa Sawit, Pengolahan Kelapa Sawit dan Perdagangan"",MAGP,Multi Agro Gemilang Plantation Tbk,	02.191.407.2-054.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2013-01-16T00:00:00,021 39842999,	www.mag-plantation.co.id";;;;;;
"Jl. R.S. Fatmawati No. 39
Komplek Duta Mas Fatmawati 
Blok A1 No. 30-31-32
,PT. Sinartama Gunita,Produk Makanan Pertanian,""Ikan, Daging & Produk Unggas"",bibitindo@malindofeedmill.co.id";leongjkt@cbn.net.id,7237778,Peternakan dan Penjualan Pakan Ternak,MAIN,Malindo Feedmill Tbk,01.824.326.1-057.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2006-02-10T00:00:00,722-83-83 ,-;;;;;
"Jl. Yos Sudarso No. 11
Surabaya 60271 ,PT. Datindo Entrycom,Pariwisata & Rekreasi,""Hotel, Resor & Kapal Pesiar"",mamijakarta@yahoo.com,(031) 5312367,Hotel and Tourism,MAMI,Mas Murni Indonesia Tbk,01.137.209.1-054.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,1994-02-09T00:00:00,""(031) 5321001, (021) 5261151"",a";;;;;;
"Sahid Sudirman Center Lantai 26,
Jl. Jend. Sudirman Kav. 86
Jakarta 10220,PT. Datindo Entrycom,Ritel Khusus,Ritel Pakaian & Tekstil,corpsec@mapactive.id,021 - 2788 9888,""Bidang perdagangan umum, termasuk perdagangan eceran, dan bertindak sebagai agen atau distributor pihak lain"",MAPA,PT MAP Aktif Adiperkasa Tbk.,72.539.275.7-022.000,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,2018-07-05T00:00:00,021 - 8064 8488,www.mapactive.id";;;;;;
"Sahid Sudirman Center Lt. 27 
Jl. Jend. Sudirman Kav. 86
Jakarta 10220,PT. Datindo Entrycom,Pariwisata & Rekreasi,Rumah Makan,corporatesecretary@mbai.co.id,(021) 574 6786,""Perdagangan umum, impor, industri, usaha-usaha di bidang jasa boga yang meliputi berbagai pengolahan,penyediaan, penjualan, pelayanan dan penghidangan makanan dan minumantermasuk usaha-usaha di bidang jasa dan konsultasi rumah makan/restoran, dan usaha terkait lainnya"",MAPB,PT MAP Boga Adiperkasa Tbk.,03.271.273.9-022.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2017-06-21T00:00:00,(021) 574 5808,www.mbai.co.id";;;;;;
"Sahid Sudirman Center lt. 29 Jl. Jend. Sudirman kav. 86 Jakarta 10220,PT. Datindo Entrycom,Ritel Khusus,Ritel Pakaian & Tekstil,""corporate.secretary@map.co.id,"",021-5740150,""Perdagangan Umum, ritel, kafe restoran"",MAPI,Mitra Adiperkasa Tbk,01.710.880.4-054.000,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,2004-11-10T00:00:00,021-5745808,www.map.co.id";;;;;;
Menara Imperium Lt. P7 Metropolitan Kuningan Superblok Kav.No. 1,Jl. H.R. Rasuna Said, Jaksel,PT. Adimitra Jasa Korpora,Media,Penyiaran,corsec@mari.co.id;" corsec@mahakaradiointegra.com,(021) 8370 7172,""Investasi, Jasa Konsultasi, dan Digital Media dengan Entitas Anak di bidang Radio"",MARI,PT Mahaka Radio Integra Tbk.,0,Pengembangan,Barang Konsumen Non-Primer,Media & Hiburan,2016-02-11T00:00:00,(021) 8370 7171,""www.mari.co.id";;;;;
"www.mahakaradiointegra.com""";;;;;;
"Jl. Pelita Barat No.2, Kawasan Industri Medan Star
Jalan Raya Medan Lubuk Pakam Km. 19,5
Tanjung Morawa, Deli Serdang, Sumatera Utara, Indonesia
,PT. Adimitra Jasa Korpora,Mesin,Mesin & Komponen Perindustrian,mdcps@nusa.net.id,(6261) 794 0747,""bidang industri pengolahan porselin berupa examination formers, surgical formers, household formers, custom made formers, dan industrial formers."",MARK,PT Mark Dynamics Indonesia Tbk.,02.177.929.3-125.000,Utama,Perindustrian,Barang Perindustrian,2017-07-12T00:00:00,(6261) 794 0715,www.dynamicsgroup.co.id";;;;;;
Jl. Raya Lemahabang Km. 58,3 Desa Karang Sari, Kec. Kedung Waringin Cikarang Timur,PT. Raya Saham Registra,Komponen Otomotif,Ban,corporate-secretary@multistrada.co.id,(+62 21) 891-40-851,Industri Ban Kendaraan Bermotor,MASA,Multistrada Arah Sarana Tbk,01.330.132.0-054.000,Utama,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,2005-06-09T00:00:00,(+62 21) 891-40-333,www.multistrada.co.id;;;;;;
"Grha Bank Mas
Jl Setiabudi Selatan Kav.7-8, 
Jakarta Selatan 12920,PT. Adimitra Jasa Korpora,Bank,Bank,corsec@bankmas.co.id,(021) 5790 6005,Perbankan sesuai dengan ketentuan peraturan perundang-undangan yang berlaku,MASB,PT Bank Multiarta Sentosa Tbk,01.596.713.6-073.000,Pengembangan,Keuangan,Bank,2021-06-30T00:00:00,(021) 57906006,www.bankmas.co.id";;;;;;
"Mayapada Tower Lt. 1
Jl. Jend. Sudirman Kav. 28
Jakarta,,Bank,Bank,corsec@bankmayapada.com,021-57940100,Perbankan,MAYA,PT Bank Mayapada Internasional Tbk,01.590.695.1-091.000,Utama,Keuangan,Bank,1997-08-29T00:00:00,021-5212288,www.bankmayapada.com";;;;;;
"Grha Baramulti
Komp.Harmoni Blok 8A
Jl.Suryopranoto No.2
Jakarta Pusat 10130 Indonesia,PT. Datindo Entrycom,Batu Bara,Produksi Batu Bara,corsec@mitrabaraadiperdana.co.id,+6221 63864062,Pertambangan Batubara,MBAP,PT Mitrabara Adiperdana Tbk,01.589.137.7-091.000,Pengembangan,Energi,""Minyak, Gas & Batu Bara"",2014-07-10T00:00:00,+6221 63864061,0";;;;;;
"Menara Karya, Lantai 12 Jl. H. R. Rasuna Said Block X-5 Kav.1-2, Kuningan Jakarta 12950 ,PT. Datindo Entrycom,Batu Bara,Distribusi Batu Bara,corporate.secretary@mbss.co.id,(021) 57944768,Pelayaran,MBSS,Mitrabahtera Segara Sejati Tbk,01.641.151.4-054.000 ,Utama,Energi,""Minyak, Gas & Batu Bara"",2011-04-06T00:00:00,(021) 57944766,www.mbss.co.id";;;;;;
"Jl. Pulo Kambing II No.1 Kawasan Industri Pulo Gadung
Jakarta 13930 Indonesia,PT. Adimitra Jasa Korpora,Produk Perawatan Tubuh,Produk Perawatan Tubuh,corpsecretary@martinaberto.co.id,021-468-26316,Industri Perawatan Kecantikan termasuk Kosmetika dan Jamu,MBTO,Martina Berto Tbk,01.308.874.5-054.000,Utama,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,2011-01-13T00:00:00,021-460-3717,www.martinaberto.co.id";;;;;;
Gedung Mangkuluhur City, Tower One, Lantai 7, Suite 1 - 3, Jalan Jendral Gatot Subroto, Kav. 1-3, Karet Semanggi, Setiabudi, Jakarta, 12930,PT. Raya Saham Registra,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,corporate.secretary@mcash.id,-,Distribusi Produk Digital dan E-commerce,MCAS,PT M Cash Integrasi Tbk,03.048.642.7-019.000,Pengembangan,Teknologi,Perangkat Lunak & Jasa TI,2017-11-01T00:00:00,(021) 80623767,https://www.mcash.id/;;;;;;
"Gedung Office 8, Lantai 28
SCBD Lot. 28, Jl. Jend. Sudirman Kav. 52 - 53, Kebayoran Baru, Jakarta 12190,PT. Raya Saham Registra,Batu Bara,Produksi Batu Bara,corporate.secretary@mandiricoal.co.id,(021) 29333191,Pertambangan Batubara dan Jasa Pertambangan Melalui Entitas Anak,MCOL,PT Prima Andalan Mandiri Tbk,02.415.462.7-036.000,Utama,Energi,""Minyak, Gas & Batu Bara"",2021-09-07T00:00:00,(021) 29333189,www.mandiricoal.co.id";;;;;;
Gedung Perkantoran Sahid Sudirman Center Lt. 15,Jl. Jend. Sudirman Kav. 86, Jakarta Pusat, 10220,PT. Sinartama Gunita,Bank,Bank,corsec@idn.ccb.com,021-50821010,Perbankan,MCOR,PT Bank China Construction Bank Indonesia Tbk,01.304.214.8-054.000,Utama,Keuangan,Bank,2007-07-03T00:00:00,021-50821000,idn.ccb.com;;;;;;
"The Convergence Indonesia Lantai 27 Jl.H.R. Rasuna said, Karet Kuningan, Setiabudi, Jakarta, 12940,PT. Sinartama Gunita,Media,Penyiaran,corsec@imc.co.id,(6221) 29941789,""Penyedia jasa konten yang berfokus pada konten keluarga, anak-anak dan hiburan melalui Entitas Anak."",MDIA,PT Intermedia Capital Tbk.,02.627.351.0-054.000,Pengembangan,Barang Konsumen Non-Primer,Media & Hiburan,2014-04-11T00:00:00,(+6221) 29912182,www.imc.co.id";;;;;;
"Gedung The Convergence Indonesia Lt. 20, Jl. HR. Rasuna Said, Karet Kuningan, Setiabudi, Jakarta Selatan, DKI Jakarta 12940,,Logam & Mineral,Emas,	corporate.secretary@merdekacoppergold.com,	021 2988 0392,""Pertambangan emas, perak, tembaga dan mineral ikutan lainnya, industri dan kegiatan usaha terkait lainnya melalui entitas anak Perseroan"",MDKA,PT Merdeka Copper Gold Tbk.,	03.272.012.0-011.000,Utama,Barang Baku,Barang Baku,2015-06-19T00:00:00,	021 2988 0393,	www.merdekacoppergold.com";;;;;;
Jl. Raya Krikilan No. 294, RT 011, RW 005, Krikilan, Driyorejo, Gresik 61177, Jawa Timur, Indonesia,PT. Adimitra Jasa Korpora,Barang Kimia,Barang Kimia Dasar,corsec@emdeki.co.id , (+62-31) 7507234 ,Bergerak dalam industri kalsium karbida dan ferro alloy,MDKI,PT Emdeki Utama Tbk, 01.060.211.8-641.000  ,Utama,Barang Baku,Barang Baku,2017-09-25T00:00:00, (+62-31) 7507001 / 7508155 ,www.emdeki.co.id ;;;;;;
Green Central City, Commercial Area 5th Floor  Jl. Gajah Mada No. 188  Jakarta Barat 11120,,Real Estate Management & Development,Real Estate Development & Management,corporate@modernland.co.id,021 - 29369999,Property dan Real Estate,MDLN,PT Modernland Realty Tbk.,01.369.416.1-054.000,UTAMA,Properties & Real Estate,Properties & Real Estate,1994-06-01T00:00:00,021 - 29365888,0;;;;;;
Jl.Matraman Raya No.12, Jakarta 13150,PT. EDI Indonesia,Jasa Komersial,Peralatan Kantor,johannis@moderninternasional.co.id,021-00000000,Perdagangan dan Pendistribusian Barang,MDRN,Modern Internasional Tbk,01.001.822.4-054.000,Pengembangan,Perindustrian,Jasa Perindustrian,1991-07-16T00:00:00,021-27933378,www.moderninternasional.co.id;;;;;;
"Gedung The Energy, Lantai 52 SCBD Lot, 11A, Jl. Jend. Sudirman Kav. 52-53, Senayan, Kebayoran Baru, Jakarta Selatan,,Minyak & Gas,Produksi & Penyulingan Minyak & Gas,corporate.secretary@medcoenergi.com,(021) 2995-3001,Crude Petroleum and Natural Gas Prod.,MEDC,PT Medco Energi Internasional Tbk,	01.002.095.6-081.000,Utama,Energi,""Minyak, Gas & Batu Bara"",1994-10-12T00:00:00,(021) 2995-3000,www.medcoenergi.com ";;;;;;
"Jl. Mahar Martanegara No. 106, Kel. Cigugur Tengah,
Kec. Cimahi Tengah, Kota Cimahi
Provinsi Jawa Barat 40522,PT. Sinartama Gunita,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,info@hetzermedicalindonesia.co.id,+62 22 6613426,Industri Peralatan Kesehatan dan Turunannya,MEDS,PT Hetzer Medical Indonesia Tbk,31.284.167.9-421.000,Pengembangan,Kesehatan,Jasa & Peralatan Kesehatan,2022-08-10T00:00:00,+62 22 6008749,https://www.evoplusmed.com/";;;;;;
"Menara Bank Mega
Jl. Kapten Tendean No.12-14A
Jakarta 12970,PT. Datindo Entrycom,Bank,Bank,0,7917-5015,Perbankan,MEGA,Bank Mega Tbk,01.108.045.4-091.000,Utama,Keuangan,Bank,2000-04-17T00:00:00,7917-5000,www.bankmega.com";;;;;;
Jl. TB. Simatupang No. 8, Pasar Rebo, Jakarta Timur,PT. EDI Indonesia,Farmasi,Farmasi,melisa.sandrianti@merckgroup.com,28565601,Industri Farmasi,MERK,Merck Tbk,01.002.148.3-054.000,PENGEMBANGAN,Kesehatan,Farmasi & Riset Kesehatan,1981-07-23T00:00:00,28565600,www.merck.co.id;;;;;;
"Equity Tower Lantai 38, SCBD Lot 9
Jl. Jend. Sudirman Kav. 52 - 53
Jakarta 12190. Indonesia
Tel : +6221 – 515  0100
Fax : +6221 – 515 1221,PT. Adimitra Jasa Korpora,Operator Infrastruktur Transportasi,Operator Jalan Tol & Rel,corsec@nusantarainfrastructure.com,+6221 - 515 1221,Jasa Perdagangan,META,Nusantara Infrastructure Tbk,01.689.543.5-054.000,Utama,Infrastruktur,Infrastruktur Transportasi,2001-07-18T00:00:00,+6221 - 515 0100,www.nusantarainfrastructure.com";;;;;;
"Jl. Menteng Raya No. 24 A-B, Jakarta Pusat 10340
,,Pembiayaan Konsumen,Pembiayaan Konsumen,corsec@mandalafinance.com,021-29259950,Pembiayaan,MFIN,PT Mandala Multifinance Tbk.,01.365.313.4-054.000,Pengembangan,Keuangan,Jasa Pembiayaan,2005-09-06T00:00:00,021-29259955,www.mandalafinance.com";;;;;;
Delta Silicon Industrial Park, Jalan Akasia II Blok A7-4A, Lippo Cikarang, Bekasi 17550,PT. Sharestar Indonesia,Jasa Komersial,Jasa Pendukung Bisnis,mmi.corsec@ironmountain.com,021-897 2527,Jasa Konsultan Manajemen dan Kearsipan,MFMI,Multifiling Mitra Indonesia Tbk,01.585.910.1-054.000,Pengembangan,Perindustrian,Jasa Perindustrian,2010-12-29T00:00:00,021-8990 7636,www.mmi.co.id;;;;;;
"Gedung Jakarta Design Center Lt 2, SR 07
Jalan Jend. Gatot Subroto Kav. 53, Petamburan
Jakarta 10260, Indonesia,PT. Bima Registra,Barang Rumah Tangga,Produsen Furnitur Rumah,corsec@pancaanugrahwisesa.com,+62 21 5720543,Perdagangan besar peralatan dan perlengkapan rumah tangga,MGLV,PT Panca Anugrah Wisesa Tbk,03.244.224.6-072.000,Akselerasi,Barang Konsumen Non-Primer,Barang Rumah Tangga,2021-06-08T00:00:00,+62 21 5720543,""www.pancaanugrahwisesa.com, www.magranliving.com""";;;;;;
"Jl. Biak Blok B No. 2D, Kel. Cideng, Kec. Gambir, Jakarta Pusat 10150,PT. Ficomindo Buana Registrar,Perusahaan Holding & Investasi,Perusahaan Investasi,indah@magnafinance.co.id dan indahzahwan6@gmail.com,(021) 63870042,""properti komersial, perhotelan dan sarana pendukung lainnya, real estate, pariwisata dan perusahaan holding"",MGNA,PT Magna Investama Mandiri Tbk,01.373.278.9-054.00,Pengembangan,Keuangan,Perusahaan Holding & Investasi,2014-07-08T00:00:00,(021) 63870041,http://magnafinance.co.id/webmail";;;;;;
"Grand Jati Junction Lt.27, Jl.Perintis Kemerdekaan No.3A, Medan 20231, Sumatera Utara,PT. Datindo Entrycom,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corporate@mahkotagroup.com,-,""Jasa, perdagangan dan perindustrian"",MGRO,PT Mahkota Group Tbk.,03.060.756.8-112.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2018-07-12T00:00:00,(061) 42009810,www.mahkotagroup.com";;;;;;
"Green Central City 
Commercial Area Lantai 6 
Jl. Gajah Mada No. 188 
Jakarta Barat 11120,PT. Adimitra Jasa Korpora,Barang Rumah Tangga,Perlengkapan Rumah Tangga,corp.sec@mic.co.id,(021) 2937 9212,Perdagangan,MICE,Multi Indocitra Tbk,01.353.286.6-054.000,PENGEMBANGAN,Barang Konsumen Non-Primer,Barang Rumah Tangga,2005-12-21T00:00:00,(021) 2936 8888,www.mic.co.id";;;;;;
Gedung Alfa Tower, Lt. 12, Jl. Jalur Sutera Barat, Kav. 7-9, Alam Sutera, Tangerang, Banten 15143,PT. Adimitra Jasa Korpora,Perdagangan Ritel Barang Primer,Supermarket,aan.suantopo@mu.co.id,(021) 8082 1628,Distribusi dan perdagangan eceran dalam format minimarket dan jasa waralaba dengan merek dagang Alfamidi dan Alfaexpress,MIDI,Midi Utama Indonesia Tbk,02.672.927.7-054.000,Pengembangan,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,2010-11-30T00:00:00,(021) 8082 1618,www.alfamidiku.com;;;;;;
Jl. Raya Gading Kirana Kav.2 Jakarta Utara 14240,PT. Adimitra Jasa Korpora,Penyedia Jasa Kesehatan,Penyedia Jasa Kesehatan,corporate.secretary@mitrakeluarga.com,(021) 4585 2727,Bergerak dalam Bidang Jasa Konsultasi Bisnis dan Manajemen termasuk Jasa Manajemen Rumah Sakit,MIKA,PT Mitra Keluarga Karyasehat Tbk.,01.683.918.5-024.000 ,Utama,Kesehatan,Jasa & Peralatan Kesehatan,2015-03-24T00:00:00,(021) 4585 2700,http://www.mitrakeluarga.com/ ;;;;;;
"Equity Tower Lt. 11 Unit D
SCBD Lot 9
Jln. Jend. Sudirman Kav. 52-53
Jakarta Pusat 12190
,PT. Datindo Entrycom,Pariwisata & Rekreasi,""Hotel, Resor & Kapal Pesiar"",shm@sanurhastamitra.com,(021) 29035619,Pengembangan properti dan perhotelan,MINA,PT Sanurhasta Mitra Tbk.,016537748011000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2017-04-28T00:00:00,(021) 29035620,www.sanurhasta.com ";;;;;;
Jl.Tlajung udik KM.19 Gunung Putri, Citeureup-Bogor,PT. Adimitra Jasa Korpora,Logistik & Pengantaran,Logistik & Pengantaran,corsecmitrarajasa@gmail.com,+62 21 8671536,Transportation,MIRA,Mitra International Resources Tbk,01.316.063.5-054.000,Pengembangan,Transportasi & Logistik,Logistik & Pengantaran,1997-01-30T00:00:00,+62 21 8671237/8671537,www.mitrarajasa.com;;;;;;
"Jl. Menteng Raya No. 72, Jakarta Pusat 10340,PT. Sinartama Gunita,Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,-,(021) 29079559,Kontraktor penambangan,MITI,Mitra Investindo Tbk,-,Pengembangan,Energi,""Minyak, Gas & Batu Bara"",1997-07-16T00:00:00,(021) 29079558,-";;;;;;
"AXA Tower Lantai 42, suite 2-3-5
Jl. Prof. Dr. Satrio Kav. 18
Jakarta Selatan,PT. Ficomindo Buana Registrar,Distributor Barang Konsumen,Distributor Barang Konsumen,cs@ptmkn.com,021-30056256,""Bergerak dalam bidang perdagangan smartphone, gadget dan pulsa isi ulang."",MKNT,PT Mitra Komunikasi Nusantara Tbk.,21.046.850.0-028.000,Pengembangan,Barang Konsumen Non-Primer,Perdagangan Ritel,2015-10-26T00:00:00,021-30056255,www.mknt.id";;;;;;
"jl. Metro Duta Niaga Blok B-5 Pondok Indah Plaza 2, Jakarta 12310 ,PT. Raya Saham Registra,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@pondokindahgroup.co.id ,(021) 7694989 ,""Pembangunan Perumahan, Gedung dll"",MKPI,Metropolitan Kentjana Tbk,01.309.818.1-054.000 ,Pengembangan,Properti & Real Estat,Properti & Real Estat,2009-07-10T00:00:00,""(021) 7505757 , 021-7690308"",www.pondokindahgroup.co.id";;;;;;
"Jl. Daan Mogot Km.19
Tangerang 15122
,PT. Raya Saham Registra,Minuman,Minuman Keras,eka_lesdiana@multibintang.co.id,021 - 619-0190,Industri air minum dalam kemasan,MLBI,Multi Bintang Indonesia Tbk,01.002.228.3-092.000,Utama,Barang Konsumen Primer,Makanan & Minuman,1981-12-15T00:00:00,""619-01-08, 545-07-50, 545-07-42  ";;;;;;
",-
Atrium Mulia Lantai 8";;;;;;
Jalan H.R. Rasuna Said Kav. B 10-11;;;;;;
"Jakarta 12910"",PT. Raya Saham Registra,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,nila@muliagroup.co.id,(021) 25982814,Bahan Bangunan Keramik,MLIA,Mulia Industrindo Tbk,01.332.773.9-054.000,Pengembangan,Perindustrian,Barang Perindustrian,1994-01-17T00:00:00,(021) 22513000,0";;;;;;
Menara Matahari Lantai 20, Jl. Bulevar Palem Raya No. 7, Lippo Karawaci 1200, Tangerang 15811 ,PT. Sharestar Indonesia,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,natalie.lie@mpc.id,021 - 5475147,Computer and Services,MLPL,Multipolar Tbk,01.305.963.9-054.000 ,Utama,Perindustrian,Perusahaan Holding Multi Sektor,1989-11-06T00:00:00,021 - 5468888 ,www.mpc.id;;;;;;
"Sopo Del Office Towers & Lifestyle Tower 8 Lantai 18, Jalan Mega Kuningan Barat III Lot 10, 1-6, Kuningan Timur, Setiabudi, Jakarta Selatan 12950,PT. Sharestar Indonesia,Jasa & Konsultan TI,Jasa & Konsultan TI,corsec.mlpt@multipolar.com,(021) 5460020,""Konsultasi, Integrasi dan Pengelolaan Sistem Teknologi Informasi dan Penyertaan Pada Entitas Anak yang Bergerak Dalam Bidang Teknologi Informasi"",MLPT,PT Multipolar Technology Tbk.,02.139.584.3-054.000,Utama,Teknologi,Perangkat Lunak & Jasa TI,2013-07-08T00:00:00,(021) 55777000,www.multipolar.com";;;;;;
"Ghra Intirub Lantai 2. Intirub Business Park.
Jalan Cililitan Besar No. 454 Jakarta Timur 13650,PT. Datindo Entrycom,,,corp.secr@mmproperty.com,021-29379057,Pengembang dan penyedia Properti Logistik ,MMLP,PT Mega Manunggal Property Tbk.,03.088.706.1-005.000,PENGEMBANGAN,""PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION"",PROPERTY AND REAL ESTATE,2015-06-12T00:00:00,021-29379058,www.mmproperty.com";;;;;;
"MNC Tower Lantai 27, Jl. Kebon Sirih No.17-19, Jakarta 10340, Indonesia,PT BSR Indonesia,Media,Penyiaran,corsec.mncmedia@mncgroup.com,021-3904965,""Perdagangan umum, Pembangunan, Perindustrian, Pertanian, Pengangkutan, Percetakan, Multimedia melalui perangkat satelit dan perangkat telekomunikasi lainnya, Jasa dan Industri"",MNCN,Media Nusantara Citra Tbk,01.832.495.4-054.000,Utama,Barang Konsumen Non-Primer,Media & Hiburan,2007-06-22T00:00:00,021-3900885,https://www.mnc.co.id/";;;;;;
"Jl. Sumber Waras No. 255
Lawang - Malang
Jawa Timur 65141, Indonesia,PT. Adimitra Jasa Korpora,Barang Kimia,Barang Kimia Dasar,corsec@molindo.co.id,(0341) 426 222,""Bergerak di bidang produksi ethanol, karbondioksida cair, es kering dan pupuk yang terintegrasi dengan kegiatan distribusi dan perdagangan"",MOLI,PT Madusari Murni Indah Tbk.,01.110.154.0-651.000,Pengembangan,Barang Baku,Barang Baku,2018-08-30T00:00:00,(0341) 426 681,www.molindo.co.id";;;;;;
"GRHA 9 Lt. 6, Jl. Panataran No. 9, Proklamasi, Kel. Pegangsaan, Kec. Menteng, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos: 10320,PT. Sinartama Gunita,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,corsec@moratelindo.co.id,(021) 3142882,""Bergerak dalam bidang aktivitas telekomunikasi dengan kabel, internet service provider,  jasa interkoneksi internet (NAP)"",MORA,PT Mora Telematika Indonesia Tbk,01.973.886.3-007.000,Utama,Infrastruktur,Telekomunikasi,2022-08-08T00:00:00,(021) 31998600,www.moratelindo.co.id";;;;;;
"Lippo Kuningan Lantai 26
Jl. H.R. Rasuna Said Kav. B-12
Kuningan, Jakarta 12920 
Indonesia,PT. Datindo Entrycom,Ritel Khusus,Ritel Otomotif,corsecmpm@mpm-ho.com,(021) 2911 0320,""Perdagangan, Jasa, Industri, dan Pengangkutan Darat"",MPMX,PT Mitra Pinasthika Mustika Tbk.,01.321.936.5-054.000,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,2013-05-29T00:00:00,(021) 2971 0170,www.mpmgroup.co.id";;;;;;
Komplek Galeri Niaga Mediterania 2 Blok M8I-J, Jl. Pantai Indah Utara II, Kelurahan Kapuk Muara, Kecamatan Penjaringan, Jakarta Utara 14460,PT. EDI Indonesia,Utilitas Listrik,Utilitas Listrik,info@megapowermakmur.co.id,(21) 5883594,Pembangkit tenaga listrik,MPOW,PT Megapower Makmur Tbk.,02.541.237.0-047.000,Pengembangan,Infrastruktur,Utilitas,2017-07-05T00:00:00,(021) 5883595,www.megapowermakmur.co.id;;;;;;
